sample_name	sample_title	bioproject_accession	organism	host	isolation_source	collection_date	geo_loc_name	lat_lon	ref_biomaterial	rel_to_oxygen	samp_collect_device	samp_mat_process	samp_size	source_material_id	description	
H1Jenny1			metagenome	Homo sapiens	stool		"USA: Ohio, Cincinnati"	39.10 N 84.51 W								
H2Jenny02			metagenome	Homo sapiens	stool		"USA: Ohio, Cincinnati"	39.10 N 84.51 W								
H3Jenny02			metagenome	Homo sapiens	stool		"USA: Ohio, Cincinnati"	39.10 N 84.51 W								
H3Jenny1			metagenome	Homo sapiens	stool		"USA: Ohio, Cincinnati"	39.10 N 84.51 W								
H4Jenny02			metagenome	Homo sapiens	stool		"USA: Ohio, Cincinnati"	39.10 N 84.51 W								
H4Jenny1			metagenome	Homo sapiens	stool		"USA: Ohio, Cincinnati"	39.10 N 84.51 W								
H5Jenny02			metagenome	Homo sapiens	stool		"USA: Ohio, Cincinnati"	39.10 N 84.51 W								
H5Jenny1			metagenome	Homo sapiens	stool		"USA: Ohio, Cincinnati"	39.10 N 84.51 W								
H6Jenny02			metagenome	Homo sapiens	stool		"USA: Ohio, Cincinnati"	39.10 N 84.51 W								
H6Jenny1			metagenome	Homo sapiens	stool		"USA: Ohio, Cincinnati"	39.10 N 84.51 W								
H7Jenny1			metagenome	Homo sapiens	stool		"USA: Ohio, Cincinnati"	39.10 N 84.51 W								
H8Jenny02			metagenome	Homo sapiens	stool		"USA: Ohio, Cincinnati"	39.10 N 84.51 W								
H8Jenny1			metagenome	Homo sapiens	stool		"USA: Ohio, Cincinnati"	39.10 N 84.51 W								
H9Jenny02			metagenome	Homo sapiens	stool		"USA: Ohio, Cincinnati"	39.10 N 84.51 W								
H9Jenny1			metagenome	Homo sapiens	stool		"USA: Ohio, Cincinnati"	39.10 N 84.51 W								
IBD_007			metagenome	Homo sapiens	stool		"USA: Ohio, Cincinnati"	39.10 N 84.51 W								
IBD_204			metagenome	Homo sapiens	stool		"USA: Ohio, Cincinnati"	39.10 N 84.51 W								
IBD_516			metagenome	Homo sapiens	stool		"USA: Ohio, Cincinnati"	39.10 N 84.51 W								
IBD_520_CDC_491_Pellet			metagenome	Homo sapiens	stool		"USA: Ohio, Cincinnati"	39.10 N 84.51 W								
IBD_521			metagenome	Homo sapiens	stool		"USA: Ohio, Cincinnati"	39.10 N 84.51 W								
IBD_525_A.N			metagenome	Homo sapiens	stool		"USA: Ohio, Cincinnati"	39.10 N 84.51 W								
IBD_532			metagenome	Homo sapiens	stool		"USA: Ohio, Cincinnati"	39.10 N 84.51 W								
IBD_533			metagenome	Homo sapiens	stool		"USA: Ohio, Cincinnati"	39.10 N 84.51 W								
IBD_UCC0621241_Supernatant			metagenome	Homo sapiens	stool		"USA: Ohio, Cincinnati"	39.10 N 84.51 W								
IBD048			metagenome	Homo sapiens	stool		"USA: Ohio, Cincinnati"	39.10 N 84.51 W								
IBD289			metagenome	Homo sapiens	stool		"USA: Ohio, Cincinnati"	39.10 N 84.51 W								
IBD290			metagenome	Homo sapiens	stool		"USA: Ohio, Cincinnati"	39.10 N 84.51 W								
IBD334			metagenome	Homo sapiens	stool		"USA: Ohio, Cincinnati"	39.10 N 84.51 W								
IBD405			metagenome	Homo sapiens	stool		"USA: Ohio, Cincinnati"	39.10 N 84.51 W								
IBD423			metagenome	Homo sapiens	stool		"USA: Ohio, Cincinnati"	39.10 N 84.51 W								
IBD527			metagenome	Homo sapiens	stool		"USA: Ohio, Cincinnati"	39.10 N 84.51 W								
IBD528			metagenome	Homo sapiens	stool		"USA: Ohio, Cincinnati"	39.10 N 84.51 W								
IBD531			metagenome	Homo sapiens	stool		"USA: Ohio, Cincinnati"	39.10 N 84.51 W								
IBD535			metagenome	Homo sapiens	stool		"USA: Ohio, Cincinnati"	39.10 N 84.51 W								
IBD538			metagenome	Homo sapiens	stool		"USA: Ohio, Cincinnati"	39.10 N 84.51 W								
IBD548			metagenome	Homo sapiens	stool		"USA: Ohio, Cincinnati"	39.10 N 84.51 W								
IBD559			metagenome	Homo sapiens	stool		"USA: Ohio, Cincinnati"	39.10 N 84.51 W								
